user_id,age,gender,income,browsing_time,cart_items,purchase_frequency,discount_usage,avg_spending,preferred_category,late_night_activity,impulsive_clicks,buying_mood
U00523,28.85801569088927,Female,59977.5,41.33,2,1.93,46.89,202.09,Fashion,74.45,11,Impulsive Buyer
U00524,46.0143899527408,Male,33608.19,28.36,3,9.8,75.03,78.83,Groceries,12.63,7,Budget Conscious
U00525,35.46487646993907,Female,61357.73,32.98,12,6.46,40.98,98.59,Electronics,87.35,11,Window Shopper
U00526,31.537180992654754,Male,128167.65,17.53,6,8.8,36.43,443.19,Luxury,1.92,2,Luxury Shopper
U00527,38.30442102296242,Male,62033.14,22.19,6,4.58,53.19,310.1,Beauty,54.23,7,Emotional Buyer
U00528,28.08303511902165,Male,31368.7,26.75,7,5.21,54.25,135.17,Fashion,87.66,14,Emotional Buyer
U00529,25.832819794229408,Female,58940.62,36.49,3,3.57,52.04,33.54,Fashion,19.72,2,Window Shopper
U00530,40.53222791422796,Male,130834.35,19.27,6,7.57,20.13,452.36,Electronics,22.3,6,Luxury Shopper
U00531,24.38927244552349,Male,70404.44,54.96,0,0.93,20.89,127.05,Beauty,23.6,0,Window Shopper
U00532,29.828777553027212,Female,35396.0,33.56,0,5.91,54.24,91.32,Fashion,12.87,2,Window Shopper
U00533,37.09767126455842,Male,135190.7,13.23,4,9.5,23.9,454.16,Luxury,15.62,7,Luxury Shopper
U00534,22.752361528169544,Male,76401.75,24.94,1,3.2,28.43,97.35,Fashion,36.43,5,Window Shopper
U00535,26.536224622180743,Male,60699.66,40.61,6,0.3,40.62,171.23,Electronics,67.47,11,Impulsive Buyer
U00536,20.221425616809764,Male,57808.75,40.52,10,3.21,34.62,264.36,Fashion,56.96,9,Impulsive Buyer
U00537,39.512515676704275,Female,46826.88,21.52,5,12.61,92.06,156.96,Groceries,13.11,2,Budget Conscious
U00538,42.988702427742986,Female,76515.96,44.76,5,6.99,9.77,277.41,Electronics,56.08,12,Impulsive Buyer
U00539,25.276524062578027,Female,73820.98,44.94,8,3.59,31.24,153.02,Electronics,80.4,14,Impulsive Buyer
U00540,30.385559961077227,Female,42571.69,29.76,11,4.43,24.9,135.41,Beauty,80.44,8,Emotional Buyer
U00541,36.06922963244367,Non-binary,58264.25,36.41,2,6.68,41.36,128.23,Beauty,69.44,6,Emotional Buyer
U00542,32.553489545516264,Female,38143.21,20.22,3,5.22,90.89,86.45,Groceries,9.72,3,Budget Conscious
U00543,21.5765844357808,Male,37726.27,32.71,11,3.56,45.15,132.8,Beauty,95.45,10,Emotional Buyer
U00544,27.289269300417246,Female,67633.91,16.51,7,4.04,72.61,155.68,Fashion,73.73,17,Emotional Buyer
U00545,26.759975142919323,Female,45281.22,29.62,8,4.3,0.14,267.19,Fashion,52.82,7,Impulsive Buyer
U00546,48.715512670547184,Female,47067.62,11.39,2,7.6,84.45,15.75,Groceries,30.8,3,Budget Conscious
U00547,43.87363234479919,Female,115769.95,22.06,6,8.94,38.09,408.4,Electronics,42.01,5,Window Shopper
U00548,27.17330899622273,Male,61973.31,41.02,5,6.54,3.56,279.16,Fashion,67.11,11,Impulsive Buyer
U00549,29.99920918537822,Non-binary,69734.99,51.62,1,7.13,19.54,92.45,Fashion,18.18,3,Window Shopper
U00550,28.076073524235913,Male,43974.06,13.03,4,5.04,96.52,144.93,Groceries,28.47,4,Budget Conscious
U00551,39.17260005179014,Female,53630.15,26.13,4,8.58,63.11,107.58,Groceries,1.66,4,Budget Conscious
U00552,30.95460682937028,Male,71468.28,25.85,10,1.87,34.93,171.53,Fashion,86.12,11,Impulsive Buyer
U00553,24.426042822677132,Female,62231.72,21.51,8,3.97,68.84,121.58,Electronics,64.53,11,Impulsive Buyer
U00554,40.07134790474149,Male,44339.15,35.27,11,5.28,54.39,155.12,Beauty,67.84,6,Emotional Buyer
U00555,30.42868273274665,Male,63454.62,32.66,6,4.31,7.2,105.8,Fashion,61.85,8,Impulsive Buyer
U00556,38.24638511225505,Female,130668.36,18.04,7,6.99,23.69,440.89,Electronics,11.46,3,Emotional Buyer
U00557,29.30485561865086,Female,115648.44,15.37,7,6.0,0.0,417.9,Luxury,25.14,7,Luxury Shopper
U00558,33.153586282535684,Female,45392.23,25.31,5,10.2,82.04,79.92,Home,16.74,3,Budget Conscious
U00559,42.64305465268899,Female,41067.6,14.35,6,10.99,66.45,85.84,Groceries,8.28,5,Budget Conscious
U00560,30.174094942476316,Male,51099.46,30.82,3,3.3,73.47,131.73,Groceries,26.94,3,Budget Conscious
U00561,28.99010172723063,Male,51082.81,33.53,13,7.31,18.77,209.7,Electronics,84.22,14,Impulsive Buyer
U00562,37.34911700886684,Non-binary,79641.39,35.32,11,13.41,19.95,595.08,Luxury,33.71,8,Luxury Shopper
U00563,44.737513326643146,Female,77524.5,19.16,2,7.46,14.69,213.15,Beauty,85.16,8,Emotional Buyer
U00564,18.21603941099183,Male,32237.19,38.93,1,4.93,34.15,34.63,Fashion,26.96,2,Window Shopper
U00565,26.75273712213773,Female,44999.66,31.25,2,1.66,34.93,48.75,Fashion,5.21,2,Window Shopper
U00566,33.44851520922845,Male,48995.15,21.04,2,1.41,18.07,78.71,Fashion,27.67,4,Window Shopper
U00567,25.434772053812353,Female,67339.19,41.16,2,1.11,17.95,69.72,Beauty,52.15,3,Window Shopper
U00568,26.66157649475544,Female,66197.43,33.22,4,2.84,42.02,140.03,Fashion,80.73,6,Emotional Buyer
U00569,48.17508340477881,Male,117189.82,19.4,1,8.44,31.27,478.17,Luxury,26.79,4,Luxury Shopper
U00570,42.522206263912835,Female,60699.82,34.43,2,9.97,75.25,146.27,Groceries,17.6,2,Budget Conscious
U00571,42.92950289542717,Male,114700.57,23.7,10,8.8,6.77,444.73,Luxury,32.97,9,Luxury Shopper
U00572,25.48309664149608,Male,75099.04,7.45,1,3.1,29.07,283.39,Beauty,82.4,9,Emotional Buyer
U00573,39.333921892813535,Female,47814.68,23.08,5,6.95,77.53,136.49,Groceries,16.75,4,Budget Conscious
U00574,30.089226147793593,Non-binary,62676.7,55.71,5,5.29,59.05,42.89,Beauty,23.55,2,Window Shopper
U00575,27.85680235844465,Male,47219.58,39.21,5,3.27,34.87,228.35,Beauty,71.09,6,Emotional Buyer
U00576,34.48400463661646,Male,36928.73,8.38,2,6.33,95.46,129.39,Groceries,9.1,3,Budget Conscious
U00577,35.37685143466707,Male,48118.4,25.48,5,2.95,55.25,167.96,Beauty,75.37,9,Emotional Buyer
U00578,49.91570580075911,Male,36514.99,20.39,4,8.61,99.59,103.71,Groceries,9.4,4,Budget Conscious
U00579,18.0,Male,79247.43,33.78,6,4.15,43.97,180.74,Fashion,65.65,1,Emotional Buyer
U00580,42.94554152841608,Male,100810.13,23.38,7,7.08,21.92,361.25,Luxury,35.49,4,Luxury Shopper
U00581,29.10144781168784,Male,40566.47,9.05,9,8.39,75.08,75.83,Home,22.27,3,Budget Conscious
U00582,24.237816853949482,Female,52174.44,21.47,4,8.9,69.93,122.51,Groceries,25.23,4,Budget Conscious
U00583,18.786914146476217,Female,54073.93,42.75,11,3.28,54.78,256.11,Fashion,75.5,19,Impulsive Buyer
U00584,49.72671868684715,Male,112710.21,13.67,5,7.78,14.18,416.37,Luxury,37.57,6,Luxury Shopper
U00585,46.886984958667625,Female,72394.8,18.51,4,3.2,42.65,344.32,Beauty,95.14,8,Emotional Buyer
U00586,18.0,Female,65376.96,54.94,1,1.39,41.76,107.93,Beauty,18.37,0,Budget Conscious
U00587,46.98042144599103,Female,23501.29,34.93,5,3.8,42.6,138.23,Electronics,80.9,14,Impulsive Buyer
U00588,41.24422986265711,Male,124480.35,19.86,0,10.54,27.32,453.02,Luxury,38.29,3,Luxury Shopper
U00589,33.21892608340638,Female,58354.48,45.2,11,2.67,49.81,135.83,Electronics,79.39,15,Impulsive Buyer
U00590,31.097854510859285,Male,39221.85,27.88,8,7.82,33.49,202.1,Fashion,74.12,15,Impulsive Buyer
U00591,24.768926187659563,Male,67511.54,22.22,7,6.63,80.01,266.37,Fashion,91.26,9,Emotional Buyer
U00592,43.02364533754016,Male,36759.78,9.94,2,7.48,94.09,94.83,Home,18.61,3,Budget Conscious
U00593,43.21729078471265,Female,108507.43,23.08,4,9.96,21.09,509.76,Electronics,29.53,3,Luxury Shopper
U00594,18.939509342622973,Male,45966.81,13.18,5,8.66,81.68,67.63,Home,2.02,4,Budget Conscious
U00595,20.06876141791488,Male,33732.56,33.6,7,4.38,22.85,149.76,Fashion,62.55,8,Impulsive Buyer
U00596,38.71970896879761,Male,104048.32,23.31,1,6.2,3.74,379.12,Luxury,10.65,2,Luxury Shopper
U00597,18.0,Male,64069.85,43.84,3,4.2,56.58,92.85,Fashion,26.63,1,Window Shopper
U00598,29.259152102517408,Female,61513.89,43.69,3,1.69,18.01,91.51,Fashion,38.66,5,Window Shopper
U00599,29.40721949188813,Non-binary,66191.2,27.62,8,4.86,30.79,203.1,Fashion,88.45,12,Emotional Buyer
U00600,47.39072962154447,Female,61500.68,8.37,6,8.43,89.65,186.81,Groceries,16.06,1,Budget Conscious
U00601,35.66472139328268,Male,46740.36,21.73,4,9.93,68.01,137.57,Groceries,23.1,2,Budget Conscious
U00602,32.446914472057024,Male,63073.5,39.94,0,3.93,26.25,86.28,Beauty,30.06,1,Window Shopper
U00603,34.19860690141825,Female,38918.26,25.34,5,4.62,59.3,224.53,Beauty,93.67,13,Emotional Buyer
U00604,24.475073550134955,Male,55785.97,54.05,2,4.59,5.63,110.53,Fashion,29.02,3,Window Shopper
U00605,32.34393867775684,Female,57662.87,30.52,8,4.85,36.52,210.0,Beauty,100.0,11,Emotional Buyer
U00606,40.84440374585112,Male,63123.97,43.45,0,1.24,36.24,110.75,Beauty,23.04,2,Window Shopper
U00607,24.252408138952024,Male,53077.97,29.4,8,3.33,6.15,323.72,Beauty,82.97,9,Emotional Buyer
U00608,27.50241015813968,Female,75988.5,22.3,5,4.06,30.76,216.53,Fashion,73.58,11,Impulsive Buyer
U00609,18.0,Female,60380.32,42.31,0,1.78,28.98,71.16,Beauty,36.89,4,Window Shopper
U00610,20.290553927392658,Male,33011.14,4.99,3,11.63,78.68,100.28,Home,14.78,4,Budget Conscious
U00611,28.027101336341993,Female,70032.82,19.67,3,11.34,69.12,71.61,Groceries,5.74,4,Budget Conscious
U00612,25.066667203809175,Male,62516.16,53.39,2,1.5,13.92,95.1,Fashion,33.01,4,Window Shopper
U00613,46.61951328935207,Male,48101.16,22.57,4,3.12,34.52,171.55,Fashion,95.45,9,Emotional Buyer
U00614,18.0,Male,62870.72,31.44,5,2.11,62.18,209.12,Beauty,92.83,9,Emotional Buyer
U00615,47.393572176541106,Female,152281.41,20.31,6,8.49,7.37,314.77,Luxury,34.19,7,Luxury Shopper
U00616,28.317670444989332,Male,61214.71,38.0,2,4.61,17.92,127.53,Beauty,16.05,4,Window Shopper
U00617,31.132295909224116,Non-binary,59799.24,35.14,7,1.1,56.61,24.31,Beauty,21.37,2,Window Shopper
U00618,39.88137445713719,Female,85484.3,31.98,1,7.69,1.52,445.04,Luxury,12.09,9,Luxury Shopper
U00619,22.32748947959642,Female,67877.89,41.62,7,4.12,25.25,247.33,Fashion,73.17,10,Impulsive Buyer
U00620,41.78980743754903,Female,45452.76,32.67,11,2.97,42.68,208.74,Fashion,64.9,12,Impulsive Buyer
U00621,24.32753710814706,Female,87848.88,46.29,0,4.96,27.44,84.49,Beauty,24.41,2,Window Shopper
U00622,22.74716303588782,Male,59644.0,26.04,4,9.95,85.27,135.11,Home,7.04,3,Budget Conscious
U00623,25.055291653920875,Male,50218.54,23.16,4,5.72,54.2,101.81,Beauty,76.88,11,Emotional Buyer
U00624,37.82103905046822,Male,44122.37,15.81,3,13.12,83.19,110.94,Groceries,33.08,1,Budget Conscious
U00625,26.311100238166443,Female,58478.88,31.32,6,3.67,44.49,177.59,Beauty,76.86,8,Emotional Buyer
U00626,24.990898334642004,Female,59087.82,15.97,3,6.17,79.43,110.32,Groceries,0.0,3,Budget Conscious
U00627,22.102443874695894,Female,55781.0,44.9,1,3.67,27.25,106.48,Fashion,39.82,1,Window Shopper
U00628,26.874135262216015,Male,44791.13,28.82,3,4.31,13.58,195.46,Fashion,88.2,10,Impulsive Buyer
U00629,39.49174505172482,Male,47363.61,19.28,3,14.54,77.29,54.56,Home,17.6,3,Budget Conscious
U00630,32.62699983746801,Female,77873.25,58.78,0,2.6,23.06,108.89,Fashion,19.17,1,Window Shopper
U00631,23.891242017861213,Male,51809.76,23.15,8,2.27,46.17,187.19,Beauty,81.98,7,Emotional Buyer
U00632,41.64949151835171,Female,42030.04,20.05,4,4.27,47.42,272.52,Beauty,84.26,6,Emotional Buyer
U00633,32.935273181904215,Female,69264.94,34.1,14,3.39,53.31,170.26,Fashion,87.65,11,Impulsive Buyer
U00634,36.394763966317825,Female,113922.82,13.52,7,7.17,6.23,441.7,Luxury,41.61,4,Luxury Shopper
U00635,24.12703852341154,Non-binary,71621.54,42.01,6,3.78,22.58,84.13,Electronics,75.61,14,Impulsive Buyer
U00636,24.914186995657516,Male,34775.4,37.55,8,4.76,31.39,197.26,Electronics,93.76,6,Impulsive Buyer
U00637,30.514980375053536,Male,48782.65,41.38,3,2.91,20.42,66.42,Beauty,25.24,4,Window Shopper
U00638,22.76717840243304,Female,71140.82,45.34,1,2.13,35.03,98.72,Fashion,19.8,2,Window Shopper
U00639,32.16657628180989,Female,84599.54,42.89,1,5.51,4.69,83.63,Fashion,18.53,2,Window Shopper
U00640,18.0,Male,77126.62,23.83,9,2.75,53.66,168.83,Beauty,77.3,15,Emotional Buyer
U00641,25.349862024107843,Female,57165.08,32.21,0,0.3,28.24,84.58,Beauty,21.65,3,Window Shopper
U00642,25.497522492951923,Male,50223.28,42.4,2,2.3,42.74,33.54,Fashion,36.4,1,Window Shopper
U00643,28.22282637028581,Male,59726.48,27.23,3,2.44,4.01,237.05,Electronics,54.78,9,Impulsive Buyer
U00644,24.572492464641314,Female,95504.53,10.21,4,7.63,0.0,381.97,Luxury,39.49,4,Luxury Shopper
U00645,32.59398353812487,Male,53870.14,15.76,6,6.25,70.29,103.92,Home,10.06,3,Budget Conscious
U00646,44.55061183527325,Non-binary,62919.21,39.44,4,2.37,36.47,258.22,Fashion,91.4,8,Emotional Buyer
U00647,36.04659093515856,Male,61887.66,28.15,7,5.75,18.35,252.42,Fashion,58.67,14,Impulsive Buyer
U00648,31.08614475625951,Male,38536.67,20.17,1,4.48,96.56,112.22,Groceries,24.37,5,Budget Conscious
U00649,24.33745808830016,Male,56408.83,31.39,1,3.29,23.89,89.06,Beauty,34.05,2,Window Shopper
U00650,18.0,Female,34435.36,28.03,16,4.79,61.08,217.46,Fashion,86.34,12,Impulsive Buyer
U00651,37.08213566814153,Male,30139.98,16.81,5,12.03,96.71,90.96,Home,10.99,3,Budget Conscious
U00652,33.87560100770919,Female,57000.01,34.47,11,4.33,40.21,184.22,Fashion,88.64,5,Emotional Buyer
U00653,23.97540737598927,Male,65203.66,40.36,3,3.76,35.06,130.19,Beauty,49.33,2,Window Shopper
U00654,50.33262298513918,Male,109016.29,5.34,5,12.38,7.7,502.01,Electronics,40.95,1,Luxury Shopper
U00655,19.202100171144856,Male,64162.61,17.49,6,7.21,53.05,143.94,Fashion,71.94,9,Emotional Buyer
U00656,34.49642073445511,Male,109707.12,5.42,2,11.21,3.72,223.17,Luxury,32.3,4,Luxury Shopper
U00657,18.0,Male,81530.12,32.79,4,4.98,34.64,152.01,Beauty,94.11,11,Emotional Buyer
U00658,42.060316035100115,Female,97270.96,15.6,2,8.12,16.56,602.48,Luxury,7.6,4,Luxury Shopper
U00659,41.40870214830859,Female,71240.77,17.68,4,7.31,80.64,114.87,Groceries,29.64,6,Budget Conscious
U00660,60.27054899546241,Female,128664.37,18.89,6,10.96,19.69,564.9,Electronics,16.81,7,Luxury Shopper
U00661,48.09669020903734,Male,141724.01,23.1,3,4.99,6.89,455.65,Luxury,21.94,6,Luxury Shopper
U00662,29.939254593044573,Female,77481.02,23.72,8,3.95,68.55,184.86,Beauty,90.46,4,Emotional Buyer
U00663,20.475280611915807,Female,52745.57,36.16,13,3.51,32.95,190.51,Fashion,57.77,9,Impulsive Buyer
U00664,18.0,Male,41100.17,46.57,12,5.2,31.11,253.53,Electronics,75.96,7,Impulsive Buyer
U00665,51.76219893887977,Female,140536.74,18.35,6,11.56,8.36,436.22,Luxury,9.66,3,Luxury Shopper
U00666,25.236557062513313,Female,60691.39,68.95,4,4.04,49.47,67.89,Fashion,20.19,1,Window Shopper
U00667,25.152096610129576,Female,67603.4,33.8,1,0.2,49.03,97.03,Fashion,34.79,2,Window Shopper
U00668,29.99641230697967,Female,51702.4,28.75,9,1.77,54.05,221.59,Beauty,72.3,7,Emotional Buyer
U00669,36.14551900216238,Male,133710.81,22.94,3,11.66,9.85,518.23,Luxury,23.05,7,Luxury Shopper
U00670,50.13365940801657,Female,35037.16,18.4,3,9.35,88.78,124.82,Groceries,14.97,3,Budget Conscious
U00671,21.546694079313333,Female,54471.74,33.81,4,6.61,23.84,159.03,Fashion,49.38,3,Impulsive Buyer
U00672,31.58791472392478,Non-binary,37122.9,22.77,2,5.86,65.08,137.46,Home,5.76,2,Budget Conscious
U00673,33.95766507538439,Male,51778.14,35.57,6,3.59,36.82,169.47,Beauty,81.02,11,Emotional Buyer
U00674,28.55434191899603,Male,57885.05,42.97,3,3.37,33.91,74.65,Fashion,32.35,3,Window Shopper
U00675,34.501314866581794,Male,47655.27,26.77,4,14.71,78.81,119.14,Groceries,5.15,2,Budget Conscious
U00676,48.582205901691246,Male,95333.45,14.77,8,13.08,0.0,476.73,Luxury,28.58,7,Luxury Shopper
U00677,30.355906326134765,Female,49867.51,28.46,5,3.19,26.8,144.38,Fashion,58.42,2,Emotional Buyer
U00678,29.264333577468406,Male,51204.29,22.73,3,13.58,56.43,129.67,Groceries,10.16,0,Budget Conscious
U00679,24.97967297419209,Male,47117.35,52.1,8,8.71,40.19,231.01,Fashion,58.25,8,Impulsive Buyer
U00680,43.02094023769587,Female,115561.1,19.37,9,10.52,8.96,435.1,Electronics,19.25,5,Luxury Shopper
U00681,20.828677410478406,Female,56593.27,38.1,5,2.83,24.32,186.17,Fashion,54.41,15,Impulsive Buyer
U00682,24.703308618575438,Female,78214.14,25.62,10,3.91,33.99,253.96,Electronics,76.33,9,Impulsive Buyer
U00683,18.0,Male,44863.83,34.47,6,3.58,39.69,166.92,Fashion,68.38,11,Impulsive Buyer
U00684,35.82647574594706,Male,38135.73,27.33,3,12.69,77.82,43.92,Groceries,15.18,3,Budget Conscious
U00685,18.0,Male,86958.99,43.25,3,2.64,25.56,64.73,Fashion,24.55,5,Window Shopper
U00686,43.95296543557102,Female,125553.78,15.64,5,8.29,17.91,335.28,Electronics,8.7,5,Luxury Shopper
U00687,30.63218356116298,Female,42572.15,18.6,0,8.34,83.86,120.31,Home,14.41,1,Budget Conscious
U00688,41.91887555415214,Female,55078.38,26.01,2,4.4,34.49,203.86,Fashion,94.16,5,Emotional Buyer
U00689,34.32338428535244,Male,58462.51,47.38,0,3.93,32.49,102.81,Fashion,45.51,3,Window Shopper
U00690,36.043318766691705,Male,45867.46,22.67,5,10.39,82.24,78.3,Groceries,10.36,2,Budget Conscious
U00691,56.469063847214976,Male,135652.24,24.11,5,10.22,20.94,662.15,Luxury,30.59,2,Luxury Shopper
U00692,30.324688320383295,Male,55948.65,17.08,2,4.54,78.04,211.17,Beauty,74.47,8,Emotional Buyer
U00693,36.586036885232986,Male,160020.42,12.18,2,8.22,28.97,591.76,Luxury,28.38,1,Luxury Shopper
U00694,38.03570414877433,Non-binary,138129.83,18.77,0,8.39,23.17,497.61,Electronics,24.88,3,Window Shopper
U00695,26.248583968887402,Male,43655.83,32.62,11,2.37,37.77,186.83,Fashion,72.8,8,Emotional Buyer
U00696,33.25608558650698,Female,57728.98,18.8,3,9.35,85.61,143.68,Groceries,20.52,1,Budget Conscious
U00697,29.61209282319058,Female,48715.82,27.92,0,4.63,21.56,112.74,Beauty,29.46,2,Window Shopper
U00698,35.873147583646066,Female,48395.11,20.65,2,11.55,64.59,126.18,Home,10.96,6,Budget Conscious
U00699,20.7441313725885,Female,64963.4,42.98,0,3.63,20.05,56.47,Fashion,21.28,3,Window Shopper
U00700,35.387221221603795,Female,137270.11,17.07,6,8.59,11.1,517.67,Luxury,29.6,5,Luxury Shopper
U00701,44.04100518689048,Non-binary,167774.35,25.88,10,11.85,14.89,532.33,Electronics,21.34,3,Luxury Shopper
U00702,40.05940744955154,Female,115052.0,17.8,6,6.88,25.43,527.15,Electronics,29.96,2,Luxury Shopper
U00703,23.97915297352628,Non-binary,62985.49,35.13,8,7.0,42.51,314.42,Fashion,61.17,6,Impulsive Buyer
U00704,41.407063749864584,Male,53336.6,24.84,4,3.21,47.56,207.77,Beauty,82.51,8,Emotional Buyer
U00705,51.58584563968384,Male,111624.32,18.1,8,5.95,30.7,285.86,Luxury,25.14,4,Luxury Shopper
U00706,30.943518221072885,Male,44863.36,24.45,4,7.9,67.52,156.17,Home,14.06,3,Budget Conscious
U00707,38.879022198137534,Female,77070.92,36.83,2,1.93,16.57,90.53,Fashion,18.73,3,Budget Conscious
U00708,30.809284958411475,Male,72402.86,30.03,2,1.01,71.24,66.23,Fashion,26.88,0,Window Shopper
U00709,39.54265567764251,Female,18000.0,16.25,5,13.4,90.9,145.94,Groceries,21.13,3,Budget Conscious
U00710,35.52238397894473,Non-binary,61934.19,14.94,3,7.55,80.17,122.4,Groceries,5.13,4,Budget Conscious
U00711,36.72170576549148,Female,58670.45,18.84,6,7.24,18.84,350.07,Fashion,100.0,9,Emotional Buyer
U00712,20.061204902145825,Female,93085.42,45.97,2,2.37,28.64,74.36,Fashion,38.99,1,Window Shopper
U00713,37.68163478252739,Male,51365.15,22.79,6,3.28,19.43,209.99,Beauty,100.0,6,Emotional Buyer
U00714,42.34069846286392,Male,62000.71,25.69,8,3.73,54.21,131.57,Fashion,72.66,7,Emotional Buyer
U00715,35.660045921577755,Female,65660.13,45.96,0,0.93,39.28,107.76,Beauty,11.6,2,Window Shopper
U00716,38.38364533334108,Male,74969.66,43.38,12,2.87,21.5,367.0,Electronics,90.01,4,Luxury Shopper
U00717,31.281497393286326,Female,48958.62,18.64,7,8.46,63.65,118.4,Home,23.41,1,Budget Conscious
U00718,32.127016283602394,Male,40331.91,35.52,12,4.67,23.47,235.08,Fashion,79.95,12,Impulsive Buyer
U00719,39.80713663321204,Female,52064.63,36.23,3,0.22,12.68,77.57,Beauty,14.83,3,Window Shopper
U00720,30.206852640864774,Female,72524.1,16.98,4,3.99,74.72,330.23,Fashion,72.55,14,Emotional Buyer
U00721,37.01545314450867,Female,40546.19,17.37,5,7.21,94.18,148.55,Groceries,27.91,4,Budget Conscious
U00722,30.41000313643287,Female,37432.72,25.44,4,9.83,92.15,106.36,Groceries,31.19,2,Budget Conscious
U00723,28.396597282733456,Female,77641.49,20.89,5,9.01,39.52,310.59,Fashion,45.75,11,Impulsive Buyer
U00724,35.0902507232095,Female,81306.62,33.62,1,4.26,19.16,312.58,Beauty,91.4,15,Emotional Buyer
U00725,24.60647909998033,Female,46990.69,19.75,5,4.62,35.46,98.46,Fashion,81.35,7,Impulsive Buyer
U00726,19.93799592201023,Female,77813.93,41.45,8,5.82,34.48,110.06,Electronics,69.59,9,Impulsive Buyer
U00727,26.991668466368946,Male,122026.44,13.57,5,9.66,13.18,464.33,Luxury,36.17,6,Luxury Shopper
U00728,21.71129863503267,Female,65409.13,42.95,11,5.42,65.85,196.71,Electronics,68.87,11,Impulsive Buyer
U00729,38.513835015044016,Male,36089.59,18.02,1,7.94,87.13,145.35,Groceries,40.42,3,Budget Conscious
U00730,31.30658620712414,Non-binary,52443.14,24.67,5,9.72,53.33,145.54,Home,10.71,1,Budget Conscious
U00731,45.651989566491785,Female,100072.83,34.54,3,9.45,19.92,404.12,Luxury,2.92,3,Luxury Shopper
U00732,26.930292049542135,Male,58410.62,31.18,7,4.48,24.66,192.86,Fashion,67.11,10,Impulsive Buyer
U00733,34.61057461393716,Female,50771.76,37.11,4,6.15,52.56,157.53,Electronics,71.96,7,Impulsive Buyer
U00734,33.64644952430572,Female,128131.31,21.9,2,7.34,12.64,448.59,Luxury,22.22,0,Luxury Shopper
U00735,36.62242119719898,Male,45759.85,25.48,7,3.89,12.03,81.47,Electronics,61.24,13,Impulsive Buyer
U00736,24.908254429709586,Male,37628.13,40.24,0,1.57,50.69,85.68,Fashion,31.38,0,Window Shopper
U00737,37.80812418556275,Male,49297.05,29.93,11,6.39,41.6,268.01,Fashion,62.0,15,Luxury Shopper
U00738,44.77710221685883,Female,87259.85,25.04,3,10.38,1.23,516.1,Luxury,24.32,4,Luxury Shopper
U00739,39.17588276277575,Male,112633.23,18.77,8,11.61,16.29,299.19,Luxury,11.02,1,Luxury Shopper
U00740,36.740729080973004,Female,42206.95,40.43,3,7.92,70.73,121.25,Home,7.83,3,Budget Conscious
U00741,25.481779996681272,Female,66160.22,30.54,5,4.18,49.72,308.23,Fashion,85.22,15,Impulsive Buyer
U00742,28.98785449522007,Female,45924.78,29.39,8,4.74,28.71,277.67,Fashion,50.57,12,Impulsive Buyer
U00743,40.905524871145154,Non-binary,53521.54,38.64,2,4.9,35.51,300.54,Beauty,82.23,11,Emotional Buyer
U00744,28.04283141034058,Female,48330.13,36.55,8,2.66,9.37,234.81,Electronics,55.33,7,Impulsive Buyer
U00745,33.67256530925173,Male,54997.15,14.27,6,11.18,80.04,158.92,Groceries,24.51,5,Budget Conscious
U00746,49.752775711107034,Male,23320.8,22.78,3,12.28,78.86,165.22,Groceries,23.71,1,Budget Conscious
U00747,34.467142457950345,Male,114225.61,16.91,4,11.24,3.49,333.29,Luxury,39.89,5,Luxury Shopper
U00748,37.531526432620055,Male,49379.74,19.17,5,9.39,89.98,129.62,Home,5.31,2,Budget Conscious
U00749,25.142565522973428,Male,51272.27,29.84,0,1.52,31.85,95.84,Fashion,12.67,4,Window Shopper
U00750,19.70948869990504,Female,73899.89,18.63,5,5.31,51.87,228.56,Beauty,95.37,10,Emotional Buyer
U00751,38.075235100618826,Female,139715.77,17.98,6,9.05,1.54,423.0,Electronics,31.88,7,Window Shopper
U00752,33.491149576975275,Male,143597.11,25.19,5,8.81,1.66,504.81,Luxury,3.31,1,Luxury Shopper
U00753,52.12024625425866,Female,99010.73,11.79,8,11.71,9.24,554.55,Electronics,34.8,2,Luxury Shopper
U00754,34.09728661979598,Female,53774.84,18.26,3,13.96,78.04,143.2,Groceries,23.54,2,Budget Conscious
U00755,25.597658741100506,Female,61235.2,26.75,2,0.81,32.95,88.97,Beauty,15.38,3,Window Shopper
U00756,34.17002617250268,Female,158637.47,17.45,7,8.93,8.03,655.05,Luxury,34.53,5,Window Shopper
U00757,39.42321496075531,Female,125931.62,18.6,1,11.08,31.46,435.18,Electronics,10.79,2,Luxury Shopper
U00758,29.61254278970011,Female,54686.57,20.5,3,5.67,59.37,158.71,Fashion,86.3,7,Emotional Buyer
U00759,25.91626955087721,Male,54179.79,31.06,7,3.82,2.36,220.96,Fashion,74.34,10,Luxury Shopper
U00760,30.232421024053043,Female,42534.27,15.25,5,12.72,96.56,91.0,Home,40.87,3,Budget Conscious
U00761,20.312802462050794,Non-binary,47879.07,52.06,1,1.43,9.88,27.35,Beauty,48.23,1,Window Shopper
U00762,43.37732569647834,Non-binary,76404.05,36.06,9,3.56,19.79,182.25,Electronics,41.68,11,Impulsive Buyer
U00763,18.0,Female,73390.96,25.04,10,0.86,42.81,181.12,Fashion,48.63,12,Impulsive Buyer
U00764,27.59960726248902,Male,41287.66,26.71,10,3.47,17.23,323.58,Electronics,75.01,9,Impulsive Buyer
